machine_id,type_machine,age_machine_jours,derniere_maintenance_jours,temperature_moyenne,vibration_moyenne,pression_moyenne,nb_incidents_3_mois,criticite
MCH-SK-04754,compresseur,4653,166,68.1,2.56,7.13,1,moyenne
MCH-NL-04755,presse,4214,105,76.8,3.63,11.38,0,moyenne
MCH-CG-04756,convoyeur,3272,30,71.7,2.64,7.72,2,basse
MCH-NI-04757,pompe,4892,22,51.9,3.92,7.57,1,basse
MCH-CZ-04758,convoyeur,5040,206,73.8,3.62,7.46,2,basse
MCH-CY-04759,presse,3527,43,63.8,2.19,7.72,3,moyenne
MCH-TN-04760,four,5795,170,55.7,1.57,4.59,1,moyenne
MCH-TZ-04761,four,4318,66,73.3,4.43,5.49,1,moyenne
MCH-TV-04762,pompe,4061,38,76.1,1.78,14.11,1,basse
MCH-PS-04763,compresseur,2168,41,59.2,3.75,3.87,0,basse
MCH-BZ-04764,convoyeur,13,69,60.8,3.05,8.68,1,basse
MCH-CD-04765,pompe,1445,7,48.4,2.31,8.86,0,basse
MCH-TM-04766,convoyeur,4583,39,43.3,3.64,10.53,2,moyenne
MCH-BZ-04767,pompe,4259,257,62.1,5.05,8.92,2,moyenne
MCH-JO-04768,pompe,1986,309,74.5,3.94,12.73,2,basse
MCH-SO-04769,pompe,3753,43,58.1,3.19,8.6,2,basse
MCH-LY-04770,compresseur,1171,122,82.1,5.43,11.37,4,haute
MCH-NG-04771,presse,1581,102,62.5,0.49,10.6,1,basse
MCH-IN-04772,pompe,5684,26,62.6,1.33,11.85,4,moyenne
MCH-MV-04773,four,2479,123,61.5,2.3,8.06,1,basse
MCH-TD-04774,compresseur,1469,55,76.8,5.13,8.99,2,moyenne
MCH-RU-04775,pompe,2922,80,53.5,4.41,7.08,3,moyenne
MCH-TO-04776,compresseur,2322,142,63.5,0.43,8.4,0,basse
MCH-UZ-04777,presse,4377,59,58.4,2.35,8.54,3,basse
MCH-PY-04778,pompe,5772,58,58.3,1.01,2.81,2,haute
MCH-AZ-04779,pompe,3550,114,65.4,2.94,7.64,2,basse
MCH-EC-04780,four,3546,173,63.6,4.35,10.22,1,moyenne
MCH-IS-04781,convoyeur,2189,109,77.6,4.46,4.62,3,basse
MCH-NA-04782,compresseur,3387,60,64.9,3.4,5.53,4,moyenne
MCH-CV-04783,presse,1915,161,71.7,2.36,10.89,0,basse
MCH-VN-04784,four,6,99,67.1,2.86,11.36,3,basse
MCH-UZ-04785,compresseur,5196,199,81.8,4.02,6.45,3,haute
MCH-KZ-04786,convoyeur,2576,236,61.4,6.52,8.43,0,moyenne
MCH-MD-04787,pompe,2952,108,61.4,1.22,7.8,3,basse
MCH-MZ-04788,compresseur,501,190,73.9,5.38,10.94,3,basse
MCH-AZ-04789,convoyeur,5022,193,61.2,3.37,6.67,1,basse
MCH-MY-04790,pompe,1022,72,71.0,4.23,7.05,1,basse
MCH-LS-04791,four,2463,193,93.1,3.28,11.35,1,moyenne
MCH-FM-04792,four,5041,83,53.3,5.11,5.49,2,haute
MCH-GW-04793,compresseur,2746,132,83.4,3.49,6.76,4,moyenne
MCH-BE-04794,compresseur,5586,77,59.1,2.03,8.33,4,moyenne
MCH-CH-04795,pompe,1255,19,81.1,3.68,11.81,0,basse
MCH-PY-04796,convoyeur,4291,282,73.2,4.69,5.02,3,basse
MCH-IQ-04797,pompe,5867,128,72.2,3.0,6.22,0,moyenne
MCH-MR-04798,compresseur,3297,137,63.2,0.0,9.48,6,moyenne
MCH-AO-04799,convoyeur,4153,89,62.0,2.83,9.87,1,basse
MCH-LU-04800,presse,2359,192,56.3,3.15,8.53,1,basse
MCH-KI-04801,convoyeur,4508,71,65.1,2.93,7.71,0,basse
MCH-KR-04802,compresseur,5453,74,62.8,2.26,8.32,0,basse
MCH-IT-04803,presse,4218,30,67.3,4.98,4.23,0,moyenne
MCH-RW-04804,presse,5615,96,48.1,0.0,8.25,3,moyenne
MCH-MC-04805,presse,3531,186,65.3,3.14,11.71,3,moyenne
MCH-LA-04806,convoyeur,3462,71,80.2,3.16,4.7,4,basse
MCH-BZ-04807,four,1827,26,76.3,6.14,6.04,2,moyenne
MCH-GT-04808,compresseur,4257,160,65.3,2.98,7.01,0,moyenne
MCH-CR-04809,four,5291,115,95.7,3.67,7.17,1,haute
MCH-KG-04810,compresseur,3877,260,58.1,3.19,12.6,0,basse
MCH-CH-04811,compresseur,1398,41,64.0,3.14,5.67,0,basse
MCH-PA-04812,convoyeur,3264,129,47.6,5.64,5.17,2,haute
MCH-LI-04813,convoyeur,4535,25,60.2,1.33,9.93,5,basse
MCH-IQ-04814,presse,5636,78,86.5,2.0,6.38,3,haute
MCH-ZA-04815,compresseur,939,90,60.6,4.13,9.97,0,basse
MCH-NI-04816,four,764,16,46.7,3.39,7.51,2,basse
MCH-UY-04817,compresseur,2477,176,75.5,2.58,9.15,2,basse
MCH-KH-04818,convoyeur,753,144,69.7,2.89,4.08,2,basse
MCH-BT-04819,four,5882,115,75.0,4.37,9.14,0,moyenne
MCH-ET-04820,convoyeur,2545,27,61.4,3.73,8.54,1,basse
MCH-PA-04821,presse,3201,44,52.9,1.93,7.36,2,basse
MCH-GH-04822,four,1362,156,62.8,3.36,4.92,5,moyenne
MCH-NE-04823,four,2694,78,71.7,2.93,8.54,4,basse
MCH-SZ-04824,convoyeur,5908,66,64.1,3.71,9.81,0,basse
MCH-RU-04825,convoyeur,2932,189,69.7,2.52,6.67,3,basse
MCH-PS-04826,pompe,52,88,58.6,1.19,6.72,1,basse
MCH-SI-04827,convoyeur,1455,29,70.1,4.01,9.98,0,basse
MCH-MR-04828,four,5870,155,65.0,3.82,12.28,1,moyenne
MCH-BG-04829,convoyeur,5934,26,56.5,5.12,10.35,1,moyenne
MCH-SG-04830,compresseur,1262,78,66.7,1.03,8.57,1,basse
MCH-DJ-04831,pompe,3691,97,60.4,2.89,7.39,2,basse
MCH-BI-04832,compresseur,461,132,72.4,2.65,7.93,2,basse
MCH-KR-04833,compresseur,3464,20,75.5,2.41,4.69,3,basse
MCH-KN-04834,four,755,6,71.0,0.69,7.61,3,basse
MCH-SD-04835,convoyeur,4911,6,45.4,1.4,10.8,1,basse
MCH-NA-04836,pompe,5637,206,53.4,3.41,8.1,1,moyenne
MCH-CR-04837,pompe,1037,16,57.4,2.25,6.44,3,basse
MCH-SL-04838,four,2776,243,55.4,1.76,6.21,2,basse
MCH-TN-04839,four,612,167,58.5,5.15,7.92,0,basse
MCH-AT-04840,presse,2034,34,76.1,6.56,4.91,7,haute
MCH-EC-04841,pompe,390,9,73.4,2.92,5.73,0,basse
MCH-FI-04842,pompe,1587,83,59.9,0.75,11.83,1,basse
MCH-FR-04843,pompe,5941,51,72.1,3.59,5.41,4,moyenne
MCH-BG-04844,presse,267,192,68.9,0.0,6.0,1,basse
MCH-HU-04845,presse,5153,97,64.6,0.97,8.73,1,moyenne
MCH-AU-04846,four,464,79,78.8,3.62,6.9,1,basse
MCH-PH-04847,pompe,3173,66,57.1,0.92,8.22,4,basse
MCH-BE-04848,pompe,2712,132,65.6,2.56,10.16,1,basse
MCH-ML-04849,four,5589,73,52.4,0.77,4.13,1,moyenne
MCH-MA-04850,four,1194,276,53.0,3.08,9.89,3,basse
MCH-FJ-04851,presse,1078,16,48.7,4.68,6.54,3,basse
MCH-IS-04852,pompe,4492,60,53.2,2.08,7.28,5,moyenne
MCH-MN-04853,pompe,4354,119,66.0,2.97,12.81,1,basse
MCH-PL-04854,pompe,4195,107,61.4,1.78,4.49,2,basse
MCH-SD-04855,presse,156,275,61.8,1.88,9.48,2,basse
MCH-MY-04856,four,1559,41,61.4,1.75,10.82,2,basse
MCH-ZW-04857,presse,5039,2,86.3,4.18,6.29,1,moyenne
MCH-CM-04858,compresseur,3605,158,51.4,0.88,6.33,1,moyenne
MCH-KZ-04859,presse,3613,93,50.1,2.5,7.08,3,moyenne
MCH-AT-04860,pompe,1775,159,54.9,3.61,6.28,3,basse
MCH-GY-04861,four,1561,104,64.1,4.36,8.17,4,basse
MCH-MR-04862,four,5679,4,71.2,3.66,10.23,1,basse
MCH-RW-04863,presse,4366,109,72.4,2.89,7.09,2,moyenne
MCH-UG-04864,four,761,41,76.3,2.15,10.32,2,basse
MCH-PE-04865,convoyeur,5626,61,63.7,4.39,11.5,0,moyenne
MCH-EE-04866,convoyeur,3494,71,60.2,1.7,9.08,2,basse
MCH-PY-04867,compresseur,2000,26,84.6,1.72,9.31,4,basse
MCH-TZ-04868,four,2382,40,31.6,5.03,6.52,1,haute
MCH-TG-04869,presse,4352,139,65.8,3.54,1.44,2,moyenne
MCH-MG-04870,pompe,2257,138,70.2,3.59,9.46,1,basse
MCH-LY-04871,four,3472,14,87.5,3.9,9.99,6,moyenne
MCH-DK-04872,pompe,4262,94,45.1,2.86,8.61,5,moyenne
MCH-IL-04873,convoyeur,1172,150,60.0,0.84,10.27,2,basse
MCH-AE-04874,pompe,5665,87,48.7,3.38,6.63,2,moyenne
MCH-FM-04875,presse,2137,98,43.4,2.97,9.3,3,basse
MCH-BW-04876,convoyeur,2516,15,62.5,1.71,11.68,1,basse
MCH-JM-04877,convoyeur,4191,187,75.0,1.37,9.66,3,basse
MCH-AT-04878,presse,3652,28,79.5,2.93,11.36,3,basse
MCH-MV-04879,presse,2640,58,58.6,0.96,11.37,1,basse
MCH-BE-04880,compresseur,3898,151,73.0,2.78,4.95,0,basse
MCH-DK-04881,four,5416,233,62.6,2.6,9.8,1,moyenne
MCH-TO-04882,convoyeur,4801,62,71.7,2.82,6.42,3,basse
MCH-GH-04883,pompe,4945,322,78.9,3.6,5.23,2,moyenne
MCH-GN-04884,pompe,1550,89,62.7,3.93,7.29,2,basse
MCH-KH-04885,compresseur,2516,82,77.9,1.93,12.39,2,basse
MCH-GR-04886,presse,3322,32,50.4,4.3,6.64,0,basse
MCH-GD-04887,convoyeur,265,59,72.9,2.67,3.6,1,basse
MCH-GA-04888,compresseur,4618,95,77.4,5.63,4.39,3,haute
MCH-IQ-04889,convoyeur,1940,120,76.2,2.12,9.2,2,basse
MCH-CF-04890,four,1695,116,50.8,0.58,6.1,0,basse
MCH-NE-04891,convoyeur,1555,54,62.5,4.25,2.89,3,basse
MCH-SG-04892,pompe,1700,205,68.6,3.64,4.49,2,basse
MCH-AO-04893,pompe,2028,84,70.3,4.8,8.42,2,basse
MCH-KZ-04894,convoyeur,3628,79,66.4,3.46,9.95,0,basse
MCH-AG-04895,convoyeur,3501,30,82.2,6.51,6.89,2,haute
MCH-PY-04896,four,1534,129,49.5,2.72,9.62,3,basse
MCH-CO-04897,convoyeur,1238,76,62.1,4.57,10.29,0,basse
MCH-KH-04898,presse,4958,63,44.7,2.21,6.04,2,moyenne
MCH-EC-04899,convoyeur,556,21,72.5,3.74,7.7,2,basse
MCH-US-04900,compresseur,3076,22,71.7,4.02,6.5,3,basse
MCH-AG-04901,presse,3123,103,105.2,4.25,9.35,3,haute
MCH-GR-04902,presse,3444,226,77.3,4.16,6.47,2,moyenne
MCH-ID-04903,presse,5313,67,69.0,0.0,4.97,1,moyenne
MCH-UZ-04904,pompe,3743,66,68.1,2.9,8.13,3,basse
MCH-KP-04905,presse,5841,130,61.2,2.14,10.78,1,moyenne
MCH-LC-04906,compresseur,5228,182,66.6,2.43,9.28,2,moyenne
MCH-KN-04907,presse,1288,50,68.3,2.57,10.52,3,basse
MCH-BA-04908,presse,1447,31,41.4,4.47,10.3,1,moyenne
MCH-IS-04909,presse,2068,74,67.4,3.3,8.11,3,basse
MCH-NO-04910,four,2349,115,66.2,2.24,6.51,3,basse
MCH-MT-04911,convoyeur,3317,6,86.0,0.8,5.83,1,basse
MCH-MG-04912,pompe,1395,56,63.4,5.3,4.03,1,basse
MCH-PK-04913,presse,1334,68,55.8,2.03,10.97,4,moyenne
MCH-ID-04914,presse,2288,61,68.2,2.8,7.17,3,basse
MCH-GM-04915,pompe,4032,19,65.9,6.21,3.74,2,moyenne
MCH-PT-04916,pompe,4128,56,63.4,2.07,11.09,2,basse
MCH-KI-04917,compresseur,5856,69,49.7,2.59,8.24,1,moyenne
MCH-GD-04918,four,1214,35,63.1,3.35,10.42,1,basse
MCH-SK-04919,convoyeur,2357,96,58.0,0.59,7.35,1,basse
MCH-VU-04920,four,5788,144,62.4,0.42,6.02,0,moyenne
MCH-MY-04921,four,4140,148,73.8,2.28,9.11,3,moyenne
MCH-TV-04922,convoyeur,3553,44,56.9,2.33,9.32,1,basse
MCH-CA-04923,presse,3237,113,62.3,3.2,7.3,1,basse
MCH-AF-04924,compresseur,453,106,71.5,1.53,11.28,1,basse
MCH-SE-04925,pompe,5360,260,61.8,3.65,10.36,1,basse
MCH-HR-04926,compresseur,3753,113,96.3,0.0,9.41,0,haute
MCH-MR-04927,convoyeur,3430,118,68.0,2.89,5.23,0,basse
MCH-TJ-04928,pompe,3237,165,50.1,3.54,4.87,5,moyenne
MCH-KH-04929,compresseur,2351,25,54.9,3.49,11.0,3,basse
MCH-UG-04930,pompe,1527,82,53.7,2.76,2.53,4,basse
MCH-UZ-04931,presse,4531,235,55.1,2.01,7.77,1,moyenne
MCH-JM-04932,four,3057,239,71.4,2.71,8.37,1,basse
MCH-KG-04933,four,203,56,51.7,4.85,6.78,2,basse
MCH-LA-04934,compresseur,2394,231,61.0,2.1,7.91,4,basse
MCH-CD-04935,convoyeur,5571,63,78.7,4.47,9.05,3,haute
MCH-RO-04936,four,2243,98,58.8,4.71,6.53,0,moyenne
MCH-BI-04937,convoyeur,2479,16,73.1,0.4,10.2,2,basse
MCH-LU-04938,compresseur,3743,198,44.8,2.81,9.46,1,moyenne
MCH-IS-04939,compresseur,4810,60,60.6,1.53,7.55,3,moyenne
MCH-DZ-04940,presse,4010,20,54.4,0.75,5.93,4,basse
MCH-LR-04941,convoyeur,5100,71,68.6,4.19,7.77,1,basse
MCH-IS-04942,four,683,4,52.6,3.71,13.28,0,basse
MCH-IL-04943,four,5547,126,89.8,3.4,6.11,1,haute
MCH-TD-04944,pompe,5423,174,45.3,1.37,11.83,3,moyenne
MCH-LC-04945,presse,3114,31,78.6,3.32,3.61,3,basse
MCH-CF-04946,compresseur,3748,30,75.5,1.03,5.85,0,basse
MCH-KG-04947,convoyeur,1276,119,68.7,3.12,6.64,2,basse
MCH-ET-04948,compresseur,2687,130,65.7,2.01,10.37,2,basse
MCH-CZ-04949,compresseur,1216,46,87.3,4.58,8.14,1,moyenne
MCH-SI-04950,compresseur,131,36,94.7,2.46,11.28,2,moyenne
MCH-GY-04951,pompe,5885,153,62.5,3.35,7.17,2,moyenne
MCH-BG-04952,presse,1554,18,66.9,3.35,7.87,0,basse
MCH-US-04953,pompe,3558,53,58.4,2.89,7.18,3,moyenne
MCH-NA-04954,compresseur,1801,35,51.0,3.16,13.07,3,basse
MCH-HR-04955,pompe,2223,118,70.6,3.46,5.2,0,basse
MCH-LB-04956,pompe,2386,37,68.0,1.66,6.73,1,basse
MCH-KZ-04957,compresseur,2010,167,45.7,3.6,5.56,2,moyenne
MCH-CU-04958,four,3824,52,70.5,4.3,9.43,2,moyenne
MCH-WS-04959,four,5765,103,68.4,3.6,5.15,1,moyenne
MCH-AR-04960,compresseur,2571,38,57.8,2.47,12.56,2,basse
MCH-TD-04961,convoyeur,5839,89,57.0,3.26,8.2,0,basse
MCH-SB-04962,four,4006,43,70.1,2.45,9.03,0,basse
MCH-KE-04963,compresseur,3642,29,84.3,2.82,9.16,5,moyenne
MCH-IL-04964,four,1422,130,69.8,1.22,7.95,4,moyenne
MCH-NL-04965,pompe,377,37,74.4,5.07,8.3,4,basse
MCH-NA-04966,compresseur,5111,38,55.0,5.9,8.21,2,haute
MCH-MW-04967,compresseur,3443,83,60.0,1.94,9.3,2,basse
MCH-LK-04968,pompe,2486,95,72.3,4.18,5.94,4,basse
MCH-AZ-04969,four,4871,28,48.7,5.19,5.52,0,moyenne
MCH-TV-04970,four,1863,111,67.5,1.56,10.05,4,basse
MCH-KN-04971,compresseur,4701,40,70.9,0.0,8.0,0,basse
MCH-TO-04972,four,1967,21,64.5,5.28,2.98,2,basse
MCH-ET-04973,presse,5525,60,68.8,2.98,6.81,1,moyenne
MCH-LV-04974,four,1607,59,65.7,2.22,11.82,1,basse
MCH-RS-04975,four,825,105,57.5,3.07,7.6,2,basse
MCH-LC-04976,convoyeur,4188,267,50.9,2.45,6.67,1,basse
MCH-GN-04977,pompe,977,82,63.9,7.44,4.26,5,haute
MCH-LA-04978,four,5696,115,80.7,2.2,6.58,2,moyenne
MCH-SN-04979,presse,3933,15,77.3,3.49,5.09,0,basse
MCH-DZ-04980,four,1385,173,60.9,4.94,9.07,2,moyenne
MCH-PY-04981,four,1252,68,60.6,4.93,8.12,1,moyenne
MCH-SV-04982,pompe,5543,23,59.7,4.64,7.09,4,moyenne
MCH-MK-04983,convoyeur,3647,168,59.7,2.36,6.09,3,basse
MCH-SD-04984,pompe,5362,70,68.5,2.77,11.82,4,moyenne
MCH-KG-04985,pompe,661,149,77.7,0.0,6.24,2,basse
MCH-DO-04986,four,5552,286,92.2,2.89,6.25,2,haute
MCH-KM-04987,four,3120,17,55.0,3.05,7.39,2,basse
MCH-TH-04988,four,4010,38,72.8,4.11,7.74,3,moyenne
MCH-EG-04989,four,2237,131,71.5,5.69,9.21,0,moyenne
MCH-KE-04990,presse,354,74,61.0,4.07,10.33,1,basse
MCH-BY-04991,convoyeur,5747,4,52.7,4.61,10.14,3,moyenne
MCH-PW-04992,four,5967,54,68.3,2.97,14.07,1,moyenne
MCH-CN-04993,convoyeur,2187,62,90.4,4.93,3.77,2,moyenne
MCH-SZ-04994,presse,5663,70,68.2,3.02,8.58,2,moyenne
MCH-IL-04995,compresseur,1006,37,55.6,4.71,6.7,2,moyenne
MCH-RS-04996,presse,928,203,63.1,4.21,13.02,1,basse
MCH-TJ-04997,four,438,15,51.3,3.59,8.44,5,basse
MCH-EG-04998,presse,2347,99,65.2,0.69,2.93,2,basse
MCH-KZ-04999,convoyeur,313,46,73.2,4.64,9.09,3,basse
MCH-LT-05000,pompe,2367,43,56.7,3.57,8.67,0,basse
MCH-TD-05001,pompe,830,185,25.9,4.05,9.89,0,moyenne
MCH-BT-05002,presse,4383,59,68.3,3.47,6.19,3,moyenne
MCH-GN-05003,presse,5000,99,59.0,3.73,8.82,4,moyenne
MCH-MH-05004,presse,4126,137,56.0,4.95,7.32,2,moyenne
MCH-GR-05005,four,1202,77,55.9,2.29,6.32,1,basse
MCH-CH-05006,convoyeur,4601,187,69.8,3.7,8.86,4,moyenne
MCH-KP-05007,four,1497,21,60.1,1.83,8.38,2,basse
MCH-NL-05008,presse,4556,104,76.2,3.87,10.63,1,moyenne
MCH-LS-05009,compresseur,3404,269,76.4,3.38,8.07,2,moyenne
MCH-MR-05010,four,2200,98,61.8,2.05,9.51,0,basse
MCH-IL-05011,pompe,500,12,58.7,3.14,4.98,1,basse
MCH-TV-05012,convoyeur,4965,107,66.5,2.15,11.49,1,basse
MCH-KE-05013,four,5637,209,63.3,2.43,6.06,2,moyenne
MCH-PL-05014,presse,3995,55,44.0,3.53,10.26,0,moyenne
MCH-CL-05015,four,5787,54,88.0,3.4,8.66,4,haute
MCH-PW-05016,pompe,5604,127,73.6,0.12,8.34,1,basse
MCH-BF-05017,convoyeur,1167,111,59.4,3.56,9.9,2,basse
MCH-ZW-05018,presse,4387,79,42.0,2.55,2.65,0,haute
MCH-TV-05019,presse,2095,40,62.8,2.38,6.57,3,basse
MCH-TT-05020,four,2925,50,57.9,1.31,9.87,1,basse
MCH-VN-05021,convoyeur,941,30,64.3,2.93,12.81,2,basse
MCH-BN-05022,presse,5848,10,39.0,2.22,7.94,4,moyenne
MCH-PW-05023,convoyeur,4356,173,59.3,4.91,1.91,1,moyenne
MCH-FI-05024,four,1601,132,60.1,0.38,7.21,1,basse
MCH-SC-05025,pompe,2228,123,62.7,1.55,7.85,0,basse
MCH-CL-05026,compresseur,2534,121,62.2,1.45,10.77,2,basse
MCH-KZ-05027,pompe,4485,63,65.6,3.39,8.12,1,basse
MCH-MU-05028,presse,5554,57,83.3,4.76,4.81,2,haute
MCH-SM-05029,compresseur,1928,23,58.8,3.75,10.41,4,basse
MCH-KG-05030,compresseur,2835,140,54.1,1.36,9.42,4,basse
MCH-NG-05031,four,3559,365,44.3,2.36,6.25,4,haute
MCH-BF-05032,compresseur,2360,103,58.9,1.79,9.8,1,basse
MCH-CZ-05033,pompe,3025,155,48.2,3.76,6.63,2,moyenne
MCH-CU-05034,pompe,634,155,76.5,2.33,7.25,3,basse
MCH-FR-05035,compresseur,1006,219,63.8,0.88,6.68,1,basse
MCH-LV-05036,four,2406,35,76.3,3.88,7.23,2,basse
MCH-NE-05037,convoyeur,5489,16,82.6,4.89,10.27,3,haute
MCH-TN-05038,four,2096,88,54.6,2.73,3.54,2,basse
MCH-PK-05039,compresseur,1498,68,60.8,3.18,10.76,3,basse
MCH-CV-05040,compresseur,4457,356,81.0,0.74,8.44,1,moyenne
MCH-KW-05041,pompe,5694,30,67.3,0.0,7.02,2,basse
MCH-VC-05042,compresseur,2754,266,71.3,0.23,8.05,4,moyenne
MCH-EG-05043,convoyeur,51,69,77.4,2.93,5.73,1,basse
MCH-BR-05044,four,4128,27,75.8,2.54,3.92,2,basse
MCH-RU-05045,compresseur,2490,233,69.9,3.82,5.8,6,moyenne
MCH-LT-05046,presse,4041,36,81.8,2.7,3.26,2,moyenne
MCH-ZM-05047,presse,1666,156,64.2,4.48,4.62,3,basse
MCH-EE-05048,compresseur,14,90,71.2,4.31,3.94,2,basse
MCH-KW-05049,four,2066,265,62.9,2.52,11.06,2,basse
MCH-ZW-05050,convoyeur,4228,180,77.2,1.49,4.79,3,moyenne
MCH-BG-05051,pompe,2358,67,56.6,0.13,7.9,2,basse
MCH-AF-05052,four,1315,234,44.8,5.15,10.79,2,moyenne
MCH-PG-05053,four,2784,113,72.9,1.59,10.13,2,basse
MCH-IS-05054,pompe,4514,81,52.8,0.76,7.26,1,basse
MCH-GE-05055,four,716,89,51.6,3.19,7.27,2,basse
MCH-PS-05056,four,4150,160,80.2,0.77,8.45,3,haute
MCH-DO-05057,four,4004,65,76.6,3.19,13.28,2,basse
MCH-TR-05058,compresseur,2224,50,60.9,2.5,9.03,3,basse
MCH-DJ-05059,presse,5822,41,28.5,4.39,9.67,4,haute
MCH-RW-05060,convoyeur,5368,102,71.4,4.26,13.67,2,moyenne
MCH-BT-05061,presse,1896,43,73.0,4.65,8.69,1,basse
MCH-CO-05062,presse,186,162,71.2,3.31,10.87,3,basse
MCH-VE-05063,presse,1849,63,70.7,1.71,9.19,0,basse
MCH-NZ-05064,convoyeur,1228,120,62.8,1.44,9.16,0,basse
MCH-ZW-05065,presse,3283,187,60.1,2.2,5.59,1,basse
MCH-NP-05066,convoyeur,5512,223,51.7,5.99,5.18,0,haute
MCH-NA-05067,pompe,5222,94,56.6,2.63,6.72,4,moyenne
MCH-NP-05068,pompe,1834,8,68.9,3.24,10.2,2,basse
MCH-QA-05069,four,2571,9,69.1,5.28,10.09,3,moyenne
MCH-MV-05070,four,219,159,74.5,3.38,11.33,2,basse
MCH-AF-05071,convoyeur,3264,33,48.1,1.88,7.97,0,basse
MCH-AZ-05072,pompe,380,61,45.1,4.1,9.34,0,basse
MCH-SN-05073,presse,5631,176,60.4,2.36,9.35,4,haute
MCH-FR-05074,pompe,5201,51,52.8,3.43,7.73,0,basse
MCH-ES-05075,compresseur,1285,23,67.2,3.77,7.2,1,basse
MCH-MR-05076,compresseur,4196,63,49.3,2.26,4.29,3,moyenne
MCH-AL-05077,pompe,3408,137,79.2,3.28,7.62,1,basse
MCH-LI-05078,four,4808,50,55.1,5.4,7.74,4,moyenne
MCH-TW-05079,convoyeur,2853,124,84.1,2.06,10.84,2,moyenne
MCH-SM-05080,compresseur,1150,24,71.3,4.98,11.08,2,basse
MCH-ET-05081,convoyeur,3839,39,52.3,2.11,8.36,1,basse
MCH-AM-05082,pompe,481,63,90.1,5.7,13.16,1,moyenne
MCH-GD-05083,convoyeur,3507,192,68.2,1.72,8.47,2,basse
MCH-AF-05084,convoyeur,1276,56,67.0,2.41,10.58,2,basse
MCH-YE-05085,compresseur,4109,49,64.2,5.26,7.75,4,haute
MCH-ES-05086,four,4968,49,70.6,5.33,5.15,4,haute
MCH-HU-05087,compresseur,657,124,71.3,4.23,6.94,2,basse
MCH-GR-05088,pompe,2401,147,54.6,1.38,11.69,4,basse
MCH-MD-05089,convoyeur,4401,186,62.4,3.12,7.34,1,basse
MCH-LY-05090,four,982,294,66.4,3.0,6.83,2,basse
MCH-KR-05091,compresseur,3399,103,72.0,1.72,7.99,3,basse
MCH-CO-05092,pompe,4031,44,72.2,4.05,7.03,2,basse
MCH-CA-05093,four,2128,71,67.0,1.83,10.98,2,basse
MCH-MV-05094,convoyeur,4991,35,58.4,1.06,12.71,0,basse
MCH-SC-05095,pompe,3063,89,57.8,0.57,8.01,5,basse
MCH-TZ-05096,presse,3761,41,50.7,5.57,9.35,3,haute
MCH-KP-05097,compresseur,845,185,72.1,2.23,10.43,1,basse
MCH-DM-05098,four,138,97,57.6,2.27,8.27,3,basse
MCH-BI-05099,compresseur,304,227,62.7,1.45,5.81,4,basse
MCH-BD-05100,convoyeur,5423,143,67.9,5.05,6.98,6,haute
MCH-KG-05101,convoyeur,5295,134,65.0,0.93,9.03,1,basse
MCH-JP-05102,compresseur,4845,23,64.9,1.19,8.98,1,basse
MCH-PH-05103,convoyeur,1197,124,54.1,2.52,3.52,4,basse
MCH-ZA-05104,pompe,3152,290,68.2,2.97,6.91,3,basse
MCH-SK-05105,presse,4776,57,61.2,3.99,6.16,3,moyenne
MCH-UG-05106,presse,4048,166,64.0,1.99,10.21,3,moyenne
MCH-SL-05107,four,693,17,78.9,5.32,6.25,0,basse
MCH-LU-05108,compresseur,5373,30,71.1,2.0,6.85,4,moyenne
MCH-NZ-05109,compresseur,964,75,58.2,1.49,6.76,1,basse
MCH-LA-05110,convoyeur,1030,50,63.2,1.34,9.98,1,basse
MCH-CR-05111,presse,5406,40,84.2,1.84,10.42,3,haute
MCH-LV-05112,four,2907,50,61.3,1.25,9.23,3,basse
MCH-RW-05113,pompe,2237,114,65.5,4.13,10.77,0,basse
MCH-MK-05114,compresseur,3321,168,73.0,1.5,11.09,1,moyenne
MCH-GB-05115,compresseur,5888,121,67.6,2.8,3.47,4,moyenne
MCH-ET-05116,compresseur,717,126,60.5,1.46,9.48,0,basse
MCH-DM-05117,convoyeur,4541,77,56.1,1.24,7.08,3,basse
MCH-NA-05118,four,2005,29,64.9,4.66,4.86,3,basse
MCH-AM-05119,pompe,702,73,72.9,5.4,7.2,3,moyenne
MCH-GT-05120,four,2531,91,80.9,4.9,9.83,0,moyenne
MCH-GR-05121,presse,3292,173,47.4,0.79,11.64,4,moyenne
MCH-ZA-05122,presse,1235,252,86.2,1.0,4.64,2,moyenne
MCH-CO-05123,presse,2431,107,61.5,5.97,9.55,6,haute
MCH-GH-05124,pompe,3814,161,76.1,2.62,12.91,2,moyenne
MCH-ES-05125,presse,3458,6,56.1,0.94,12.58,2,basse
MCH-AO-05126,compresseur,4338,62,45.7,4.62,0.0,3,haute
MCH-TZ-05127,convoyeur,5018,77,49.2,3.1,13.45,1,basse
MCH-SD-05128,presse,2454,119,61.0,3.85,10.4,0,basse
MCH-DO-05129,presse,2537,256,71.3,0.0,2.23,2,basse
MCH-CM-05130,compresseur,2980,102,65.4,2.51,6.09,1,basse
MCH-MM-05131,compresseur,3398,14,62.0,4.42,11.14,2,basse
MCH-LC-05132,convoyeur,649,127,78.4,2.04,8.9,0,basse
MCH-CF-05133,pompe,1875,59,65.0,4.85,6.57,2,basse
MCH-AZ-05134,presse,1031,119,68.4,1.02,8.17,2,basse
